,Age,YrsOfExp,Level,AISelect,AIComplex,AIAcc,AISent
13333,25-34,4.0,Mid-Level Developer,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Unfavorable
13334,55-64,39.0,Veteran/Executive,I don't plan to use AI,I don't use AI for complex tasks,Neither trust nor distrust,Favorable
13335,25-34,14.0,Staff/Lead Developer,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Unfavorable
13336,25-34,5.0,Mid-Level Developer,I don't plan to use AI,Very poor,Highly distrust,Very unfavorable
13337,35-44,20.0,Principal,Monthly,Bad,Somewhat trust,Favorable
13338,25-34,6.0,Mid-Level Developer,Daily,"Good, but not great",Neither trust nor distrust,Indifferent
13339,25-34,9.0,Senior Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
13340,45-54,35.0,Veteran/Executive,Daily,"Good, but not great",Somewhat trust,Very favorable
13341,55-64,38.0,Veteran/Executive,Monthly,I don't use AI for complex tasks,Somewhat distrust,Favorable
13342,35-44,20.0,Principal,Daily,Very poor,Somewhat distrust,Favorable
13343,35-44,20.0,Principal,Weekly,"Good, but not great",Somewhat trust,Favorable
13344,35-44,25.0,Distinguished Engineer/Fellow,Daily,Very poor,Neither trust nor distrust,Very favorable
13345,45-54,20.0,Principal,I don't plan to use AI,I don't use AI for complex tasks,Somewhat distrust,Favorable
13346,25-34,3.0,Junior Developer,Monthly,"Good, but not great",Neither trust nor distrust,Favorable
13347,18-24,4.0,Mid-Level Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
13348,35-44,10.0,Senior Developer,Weekly,I don't use AI for complex tasks,Somewhat distrust,Favorable
13349,55-64,22.0,Distinguished Engineer/Fellow,Monthly,Bad,Highly distrust,Unfavorable
13350,25-34,6.0,Mid-Level Developer,Daily,Bad,Somewhat trust,Favorable
13351,35-44,11.0,Staff/Lead Developer,Daily,"Good, but not great",Somewhat trust,Favorable
13352,25-34,12.0,Staff/Lead Developer,Monthly,Neither good or bad,Somewhat distrust,Unfavorable
13353,25-34,6.0,Mid-Level Developer,Daily,"Good, but not great",Somewhat trust,Favorable
13354,55-64,35.0,Veteran/Executive,Daily,"Good, but not great",Neither trust nor distrust,Very favorable
13355,55-64,33.0,Veteran/Executive,Monthly,Bad,Neither trust nor distrust,Indifferent
13356,25-34,1.0,Junior Developer,I don't plan to use AI,I don't use AI for complex tasks,Neither trust nor distrust,Unsure
13357,18-24,6.0,Mid-Level Developer,Daily,Bad,Neither trust nor distrust,Favorable
13358,35-44,16.0,Principal,Monthly,Very poor,Somewhat distrust,Indifferent
13359,45-54,20.0,Principal,Monthly,Neither good or bad,Somewhat trust,Favorable
13360,45-54,18.0,Principal,Monthly,Bad,Somewhat distrust,Indifferent
13361,35-44,15.0,Staff/Lead Developer,Daily,Bad,Somewhat trust,Favorable
13362,25-34,8.0,Senior Developer,Daily,"Good, but not great",Somewhat trust,Favorable
13363,45-54,25.0,Distinguished Engineer/Fellow,I don't plan to use AI,I don't use AI for complex tasks,Somewhat distrust,Indifferent
13364,18-24,3.0,Junior Developer,Daily,Neither good or bad,Neither trust nor distrust,Indifferent
13365,55-64,30.0,Distinguished Engineer/Fellow,I plan to use AI soon,I don't use AI for complex tasks,Somewhat trust,Favorable
13366,35-44,15.0,Staff/Lead Developer,Daily,Very poor,Somewhat distrust,Indifferent
13367,25-34,7.0,Senior Developer,Monthly,Bad,Neither trust nor distrust,Indifferent
13368,45-54,26.0,Distinguished Engineer/Fellow,Weekly,Very poor,Somewhat distrust,Favorable
13369,45-54,30.0,Distinguished Engineer/Fellow,Weekly,Very poor,Highly distrust,Unfavorable
13370,25-34,8.0,Senior Developer,Daily,Very poor,Neither trust nor distrust,Unfavorable
13371,25-34,11.0,Staff/Lead Developer,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Very unfavorable
13372,45-54,33.0,Veteran/Executive,I don't plan to use AI,Bad,Highly distrust,Unfavorable
13373,25-34,10.0,Senior Developer,Daily,Very poor,Somewhat distrust,Very favorable
13374,25-34,2.0,Junior Developer,Weekly,Bad,Somewhat distrust,Unfavorable
13375,25-34,3.0,Junior Developer,Weekly,Very poor,Highly distrust,Favorable
13376,35-44,17.0,Principal,I don't plan to use AI,Very poor,Highly distrust,Very unfavorable
13377,>=65,25.0,Distinguished Engineer/Fellow,I don't plan to use AI,I don't use AI for complex tasks,Somewhat trust,Unsure
13378,35-44,17.0,Principal,Daily,Very well,Highly trust,Very favorable
13379,35-44,20.0,Principal,Daily,Neither good or bad,Neither trust nor distrust,Very favorable
13380,25-34,11.0,Staff/Lead Developer,Weekly,Bad,Somewhat trust,Favorable
13381,35-44,15.0,Staff/Lead Developer,Daily,"Good, but not great",Neither trust nor distrust,Very favorable
13382,35-44,10.0,Senior Developer,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Very unfavorable
13383,35-44,17.0,Principal,Weekly,"Good, but not great",Somewhat trust,Very favorable
13384,35-44,14.0,Staff/Lead Developer,Daily,Neither good or bad,Neither trust nor distrust,Favorable
13385,35-44,3.0,Junior Developer,I don't plan to use AI,I don't use AI for complex tasks,Somewhat distrust,Unfavorable
13386,35-44,17.0,Principal,Weekly,Bad,Somewhat distrust,Favorable
13387,35-44,12.0,Staff/Lead Developer,Daily,"Good, but not great",Somewhat distrust,Favorable
13388,35-44,20.0,Principal,Monthly,Very poor,Somewhat distrust,Very unfavorable
13389,25-34,7.0,Senior Developer,Daily,Bad,Somewhat trust,Favorable
13390,35-44,19.0,Principal,Monthly,I don't use AI for complex tasks,Highly distrust,Indifferent
13391,18-24,3.0,Junior Developer,Daily,"Good, but not great",Somewhat trust,Favorable
13392,35-44,15.0,Staff/Lead Developer,Daily,Very poor,Neither trust nor distrust,Indifferent
13393,45-54,24.0,Distinguished Engineer/Fellow,Monthly,I don't use AI for complex tasks,Highly trust,Very favorable
13394,25-34,12.0,Staff/Lead Developer,Weekly,Neither good or bad,Neither trust nor distrust,Indifferent
13395,45-54,30.0,Distinguished Engineer/Fellow,Weekly,"Good, but not great",Somewhat trust,Favorable
13396,25-34,5.0,Mid-Level Developer,Weekly,Bad,Somewhat distrust,Favorable
13397,45-54,10.0,Senior Developer,Daily,Very well,Highly trust,Very favorable
13398,45-54,25.0,Distinguished Engineer/Fellow,Weekly,Neither good or bad,Neither trust nor distrust,Favorable
13399,25-34,4.0,Mid-Level Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
13400,35-44,9.0,Senior Developer,Weekly,Very poor,Highly distrust,Indifferent
13401,35-44,19.0,Principal,Daily,Very poor,Somewhat trust,Very favorable
13402,35-44,14.0,Staff/Lead Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
13403,25-34,5.0,Mid-Level Developer,Monthly,Bad,Somewhat distrust,Unfavorable
13404,35-44,18.0,Principal,Weekly,Bad,Somewhat distrust,Indifferent
13405,25-34,7.0,Senior Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
13406,55-64,3.0,Junior Developer,Daily,Very well,Somewhat trust,Very favorable
13407,25-34,5.0,Mid-Level Developer,Monthly,Neither good or bad,Somewhat trust,Indifferent
13408,45-54,26.0,Distinguished Engineer/Fellow,I plan to use AI soon,I don't use AI for complex tasks,Highly distrust,Unfavorable
13409,35-44,12.0,Staff/Lead Developer,Weekly,Very poor,Neither trust nor distrust,Favorable
13410,35-44,15.0,Staff/Lead Developer,Daily,Neither good or bad,Neither trust nor distrust,Favorable
13411,45-54,23.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat trust,Very favorable
13412,45-54,20.0,Principal,Weekly,Bad,Neither trust nor distrust,Favorable
13413,45-54,23.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat trust,Very favorable
13414,25-34,6.0,Mid-Level Developer,Weekly,Neither good or bad,Somewhat distrust,Favorable
13415,25-34,17.0,Principal,Daily,"Good, but not great",Highly trust,Very favorable
13416,55-64,17.0,Principal,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Very unfavorable
13417,35-44,21.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat trust,Very favorable
13418,35-44,16.0,Principal,Weekly,Bad,Somewhat distrust,Very favorable
13419,35-44,1.0,Junior Developer,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Very unfavorable
13420,25-34,4.0,Mid-Level Developer,Daily,Very poor,Somewhat distrust,Favorable
13421,35-44,11.0,Staff/Lead Developer,Daily,Bad,Somewhat trust,Favorable
13422,35-44,16.0,Principal,Weekly,I don't use AI for complex tasks,Somewhat trust,Very favorable
13423,>=65,35.0,Veteran/Executive,I plan to use AI soon,I don't use AI for complex tasks,Highly distrust,Favorable
13424,35-44,15.0,Staff/Lead Developer,Weekly,Bad,Somewhat distrust,Favorable
13425,35-44,20.0,Principal,Daily,Very poor,Highly distrust,Indifferent
13426,35-44,20.0,Principal,I don't plan to use AI,I don't use AI for complex tasks,Somewhat distrust,Very unfavorable
13427,55-64,41.0,Veteran/Executive,Daily,Bad,Neither trust nor distrust,Very favorable
13428,55-64,38.0,Veteran/Executive,I don't plan to use AI,I don't use AI for complex tasks,Somewhat distrust,Unfavorable
13429,18-24,3.0,Junior Developer,Weekly,Bad,Somewhat distrust,Favorable
13430,45-54,30.0,Distinguished Engineer/Fellow,Daily,Very well,Somewhat trust,Very favorable
13431,35-44,18.0,Principal,Monthly,"Good, but not great",Neither trust nor distrust,Very favorable
13432,25-34,3.0,Junior Developer,Daily,"Good, but not great",Somewhat trust,Favorable
13433,25-34,7.0,Senior Developer,I plan to use AI soon,I don't use AI for complex tasks,Highly distrust,Unfavorable
13434,18-24,1.0,Junior Developer,Daily,Neither good or bad,Neither trust nor distrust,Favorable
13435,45-54,25.0,Distinguished Engineer/Fellow,I plan to use AI soon,I don't use AI for complex tasks,Somewhat distrust,Unsure
13436,18-24,1.0,Junior Developer,Weekly,Bad,Highly distrust,Unfavorable
13437,45-54,39.0,Veteran/Executive,I don't plan to use AI,Very poor,Highly distrust,Unfavorable
13438,35-44,21.0,Distinguished Engineer/Fellow,I don't plan to use AI,Very poor,Highly distrust,Very unfavorable
13439,25-34,6.0,Mid-Level Developer,Daily,Neither good or bad,Neither trust nor distrust,Favorable
13440,25-34,5.0,Mid-Level Developer,Monthly,Bad,Somewhat distrust,Unfavorable
13441,35-44,15.0,Staff/Lead Developer,I plan to use AI soon,Bad,Neither trust nor distrust,Indifferent
13442,18-24,6.0,Mid-Level Developer,Weekly,Very poor,Highly distrust,Favorable
13443,25-34,10.0,Senior Developer,Daily,Bad,Somewhat distrust,Very favorable
13444,45-54,9.0,Senior Developer,Daily,Bad,Neither trust nor distrust,Indifferent
13445,35-44,18.0,Principal,I don't plan to use AI,I don't use AI for complex tasks,Somewhat distrust,Unfavorable
13446,35-44,4.0,Mid-Level Developer,Monthly,Neither good or bad,Somewhat trust,Indifferent
13447,25-34,12.0,Staff/Lead Developer,Monthly,Bad,Somewhat trust,Unfavorable
13448,45-54,26.0,Distinguished Engineer/Fellow,I don't plan to use AI,I don't use AI for complex tasks,Somewhat distrust,Unfavorable
13449,35-44,14.0,Staff/Lead Developer,Daily,"Good, but not great",Somewhat trust,Favorable
13450,18-24,1.0,Junior Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
13451,25-34,2.0,Junior Developer,Weekly,Neither good or bad,Neither trust nor distrust,Indifferent
13452,35-44,15.0,Staff/Lead Developer,Monthly,"Good, but not great",Neither trust nor distrust,Indifferent
13453,45-54,23.0,Distinguished Engineer/Fellow,Daily,Very poor,Highly distrust,Very unfavorable
13454,45-54,26.0,Distinguished Engineer/Fellow,Daily,Bad,Somewhat distrust,Very favorable
13455,35-44,21.0,Distinguished Engineer/Fellow,Daily,Very poor,Somewhat distrust,Favorable
13456,25-34,8.0,Senior Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
13457,45-54,29.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat trust,Very favorable
13458,35-44,15.0,Staff/Lead Developer,Daily,Very poor,Somewhat distrust,Indifferent
13459,18-24,5.0,Mid-Level Developer,Daily,Very poor,Somewhat trust,Favorable
13460,35-44,16.0,Principal,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Very unfavorable
13461,35-44,14.0,Staff/Lead Developer,Daily,Bad,Somewhat trust,Favorable
13462,35-44,12.0,Staff/Lead Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
13463,25-34,6.0,Mid-Level Developer,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Unfavorable
13464,25-34,10.0,Senior Developer,Monthly,Very poor,Somewhat trust,Unfavorable
13465,25-34,10.0,Senior Developer,I plan to use AI soon,"Good, but not great",Neither trust nor distrust,Favorable
13466,18-24,6.0,Mid-Level Developer,Monthly,I don't use AI for complex tasks,Highly distrust,Indifferent
13467,25-34,3.0,Junior Developer,Daily,Very well,Neither trust nor distrust,Very favorable
13468,25-34,2.0,Junior Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
13469,45-54,27.0,Distinguished Engineer/Fellow,Weekly,Bad,Neither trust nor distrust,Very favorable
13470,25-34,2.0,Junior Developer,Daily,"Good, but not great",Somewhat trust,Favorable
13471,45-54,26.0,Distinguished Engineer/Fellow,Weekly,I don't use AI for complex tasks,Highly distrust,Favorable
13472,35-44,24.0,Distinguished Engineer/Fellow,I plan to use AI soon,I don't use AI for complex tasks,Somewhat distrust,Unfavorable
13473,45-54,20.0,Principal,I plan to use AI soon,Very poor,Somewhat distrust,Indifferent
13474,35-44,12.0,Staff/Lead Developer,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Very unfavorable
13475,45-54,28.0,Distinguished Engineer/Fellow,Weekly,"Good, but not great",Neither trust nor distrust,Favorable
13476,35-44,18.0,Principal,Daily,Neither good or bad,Neither trust nor distrust,Favorable
13477,45-54,30.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat trust,Very favorable
13478,45-54,25.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat distrust,Indifferent
13479,18-24,2.0,Junior Developer,I don't plan to use AI,Very poor,Highly distrust,Very unfavorable
13480,18-24,3.0,Junior Developer,I don't plan to use AI,Bad,Highly distrust,Unfavorable
13481,35-44,25.0,Distinguished Engineer/Fellow,Daily,Neither good or bad,Neither trust nor distrust,Very favorable
13482,35-44,10.0,Senior Developer,Daily,Neither good or bad,Neither trust nor distrust,Very favorable
13483,45-54,27.0,Distinguished Engineer/Fellow,Daily,Very poor,Somewhat distrust,Favorable
13484,18-24,1.0,Junior Developer,Weekly,"Good, but not great",Somewhat trust,Favorable
13485,18-24,3.0,Junior Developer,Weekly,"Good, but not great",Somewhat trust,Indifferent
13486,18-24,5.0,Mid-Level Developer,Monthly,Neither good or bad,Somewhat trust,Very unfavorable
13487,>=65,45.0,Veteran/Executive,I plan to use AI soon,Bad,Somewhat distrust,Unfavorable
13488,35-44,21.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat trust,Very favorable
13489,35-44,25.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat trust,Very favorable
13490,35-44,16.0,Principal,Daily,"Good, but not great",Somewhat trust,Very favorable
13491,35-44,19.0,Principal,Daily,Bad,Somewhat trust,Very favorable
13492,45-54,26.0,Distinguished Engineer/Fellow,Daily,I don't use AI for complex tasks,Somewhat distrust,Favorable
13493,45-54,18.0,Principal,Daily,"Good, but not great",Neither trust nor distrust,Favorable
13494,35-44,17.0,Principal,Weekly,I don't use AI for complex tasks,Somewhat distrust,Indifferent
13495,25-34,8.0,Senior Developer,Weekly,I don't use AI for complex tasks,Somewhat distrust,Favorable
13496,18-24,2.0,Junior Developer,Daily,Very well,Somewhat trust,Favorable
13497,35-44,9.0,Senior Developer,Daily,Bad,Neither trust nor distrust,Favorable
13498,18-24,1.0,Junior Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
13499,25-34,3.0,Junior Developer,Weekly,"Good, but not great",Somewhat distrust,Favorable
13500,25-34,11.0,Staff/Lead Developer,Daily,Very well,Neither trust nor distrust,Very favorable
13501,25-34,8.0,Senior Developer,I don't plan to use AI,Very poor,Highly distrust,Unfavorable
13502,45-54,24.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat distrust,Very favorable
13503,18-24,1.0,Junior Developer,Daily,Bad,Neither trust nor distrust,Indifferent
13504,35-44,16.0,Principal,Weekly,"Good, but not great",Neither trust nor distrust,Favorable
13505,45-54,25.0,Distinguished Engineer/Fellow,Daily,Bad,Somewhat distrust,Favorable
13506,35-44,18.0,Principal,Daily,Very poor,Somewhat distrust,Favorable
13507,35-44,12.0,Staff/Lead Developer,Daily,Very well,Somewhat trust,Very favorable
13508,55-64,30.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat trust,Favorable
13509,35-44,16.0,Principal,I plan to use AI soon,Very poor,Neither trust nor distrust,Indifferent
13510,25-34,11.0,Staff/Lead Developer,Monthly,Very poor,Somewhat distrust,Unfavorable
13511,45-54,24.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat trust,Favorable
13512,35-44,20.0,Principal,Weekly,Bad,Somewhat distrust,Indifferent
13513,35-44,19.0,Principal,Daily,Neither good or bad,Somewhat distrust,Indifferent
13514,55-64,40.0,Veteran/Executive,I plan to use AI soon,I don't use AI for complex tasks,Neither trust nor distrust,Indifferent
13515,25-34,4.0,Mid-Level Developer,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Very unfavorable
13516,35-44,22.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Neither trust nor distrust,Favorable
13517,35-44,3.0,Junior Developer,Daily,"Good, but not great",Highly trust,Very favorable
13518,35-44,20.0,Principal,Monthly,Very well,Highly trust,Very favorable
